Station Name,Date,Min Temp,Max Temp,First Temp,Last Temp
63rd Street Weather Station,12/28/2016,-2.2,7.1,-2.2,7.0
63rd Street Weather Station,12/29/2016,0.4,2.8,2.5,1.5
63rd Street Weather Station,12/30/2016,-2.8,3.6,0.3,-0.6
63rd Street Weather Station,12/31/2016,-1.3,5.6,4.4,4.4
Foster Weather Station,01/01/2016,-7.06,-0.5,-4.56,-3.0
Foster Weather Station,01/02/2016,-4.56,1.0,-2.28,-0.5
Foster Weather Station,01/03/2016,-3.89,-0.89,-3.17,-1.0
Foster Weather Station,01/04/2016,-3.39,-0.78,-3.0,-1.0
Foster Weather Station,01/05/2016,-5.5,0.56,-3.39,-0.67
Foster Weather Station,01/06/2016,-2.78,3.56,-1.78,1.56
Foster Weather Station,01/07/2016,2.28,3.78,2.89,3.0
Foster Weather Station,01/08/2016,3.0,7.28,3.28,3.56
Foster Weather Station,01/09/2016,-2.39,6.39,6.28,2.06
Foster Weather Station,01/10/2016,-16.17,-4.89,-4.89,-9.5
Foster Weather Station,01/11/2016,-17.89,-4.28,-16.89,-12.0
Foster Weather Station,01/12/2016,-15.17,-5.67,-7.17,-12.56
Foster Weather Station,01/13/2016,-16.5,-2.28,-15.67,-11.78
Foster Weather Station,01/14/2016,-2.0,7.39,-1.28,5.0
Foster Weather Station,01/15/2016,-0.06,6.28,6.0,5.0
Foster Weather Station,01/16/2016,-3.67,-0.5,-0.78,-1.56
Foster Weather Station,01/17/2016,-17.89,-15.89,-16.06,-17.89
Foster Weather Station,01/18/2016,-19.89,-14.06,-18.5,-15.56
Foster Weather Station,01/19/2016,-17.06,-8.17,-16.56,-10.39
Foster Weather Station,01/20/2016,-9.39,-4.78,-8.39,-7.0
Foster Weather Station,01/21/2016,-7.67,-3.17,-6.67,-4.56
Foster Weather Station,01/22/2016,-4.39,-0.06,-3.89,-1.39
Foster Weather Station,01/23/2016,-1.56,-0.06,-1.17,-0.56
Foster Weather Station,01/24/2016,-3.67,1.5,-2.56,-1.17
Foster Weather Station,01/25/2016,-0.5,6.06,0.06,3.56
Foster Weather Station,01/26/2016,-2.89,4.06,2.78,-0.78
Foster Weather Station,01/27/2016,-3.56,1.0,-3.39,-1.67
Foster Weather Station,01/28/2016,-0.89,4.39,1.56,3.56
Foster Weather Station,01/29/2016,-5.0,2.39,-2.0,-3.28
Foster Weather Station,01/30/2016,2.56,8.56,3.06,7.28
Foster Weather Station,01/31/2016,2.78,9.56,7.78,9.56
Foster Weather Station,02/01/2016,0.17,3.28,1.78,3.28
Foster Weather Station,02/02/2016,0.0,3.0,0.06,2.06
Foster Weather Station,02/03/2016,-0.78,4.0,4.0,3.28
Foster Weather Station,02/04/2016,-6.17,-0.28,-1.78,-3.67
Foster Weather Station,02/05/2016,-2.06,-0.28,-1.06,-1.89
Foster Weather Station,02/06/2016,-2.39,5.17,-1.78,2.06
Foster Weather Station,02/07/2016,3.0,3.56,3.06,3.0
Foster Weather Station,02/08/2016,-2.39,-0.89,-1.67,-1.17
Foster Weather Station,02/09/2016,-9.56,-7.67,-7.78,-7.67
Foster Weather Station,02/10/2016,-12.17,-8.39,-9.56,-9.89
Foster Weather Station,02/11/2016,-13.28,-6.17,-11.17,-8.5
Foster Weather Station,02/12/2016,-13.0,-6.06,-6.56,-6.06
Foster Weather Station,02/13/2016,-16.17,-8.89,-14.67,-11.39
Foster Weather Station,02/14/2016,-10.39,-7.17,-9.28,-8.5
Foster Weather Station,02/15/2016,-7.28,-1.89,-7.28,-3.28
Foster Weather Station,02/16/2016,-3.5,-0.06,-2.89,-1.78
Foster Weather Station,02/17/2016,-4.0,-0.5,-1.17,-3.06
Foster Weather Station,02/18/2016,-3.06,5.06,-1.56,1.06
Foster Weather Station,02/19/2016,5.78,17.0,7.89,17.0
Foster Weather Station,02/20/2016,7.5,14.5,9.06,13.0
Foster Weather Station,02/21/2016,1.39,3.56,3.56,1.78
Foster Weather Station,02/22/2016,0.78,1.89,1.67,1.67
Foster Weather Station,02/23/2016,0.39,2.67,1.17,1.06
Foster Weather Station,02/24/2016,0.28,2.5,2.39,0.78
Foster Weather Station,02/25/2016,-0.28,1.28,1.28,0.17
Foster Weather Station,02/26/2016,-1.67,0.67,0.06,0.67
Foster Weather Station,02/27/2016,-0.67,12.5,-0.5,8.56
Foster Weather Station,02/28/2016,2.89,17.17,8.5,16.17
Foster Weather Station,02/29/2016,-1.89,10.78,2.56,9.06
Foster Weather Station,03/01/2016,-6.78,-0.56,-1.78,-2.78
Foster Weather Station,03/02/2016,-9.17,0.0,-7.28,-3.0
Foster Weather Station,03/03/2016,-1.78,-0.17,-1.67,-0.78
Foster Weather Station,03/04/2016,-3.5,1.39,-0.28,0.0
Foster Weather Station,03/05/2016,-1.28,3.17,-0.67,2.5
Foster Weather Station,03/06/2016,1.78,10.78,2.39,6.5
Foster Weather Station,03/07/2016,8.89,16.28,9.0,13.06
Foster Weather Station,03/08/2016,14.89,21.06,14.89,15.39
Foster Weather Station,03/09/2016,11.67,17.67,16.78,17.67
Foster Weather Station,03/10/2016,3.0,7.39,6.06,5.28
Foster Weather Station,03/11/2016,3.0,4.56,3.56,4.0
Foster Weather Station,03/12/2016,3.06,6.89,6.56,4.5
Foster Weather Station,03/13/2016,4.5,5.56,4.67,4.56
Foster Weather Station,03/14/2016,4.5,6.0,4.78,4.78
Foster Weather Station,03/15/2016,4.56,9.06,5.28,4.67
Foster Weather Station,03/16/2016,8.56,13.39,9.28,11.5
Foster Weather Station,03/17/2016,6.89,12.56,9.06,10.78
Foster Weather Station,03/18/2016,1.67,8.67,7.0,3.67
Foster Weather Station,03/19/2016,2.06,3.28,2.5,3.06
Foster Weather Station,03/20/2016,1.0,2.67,2.06,2.17
Foster Weather Station,03/21/2016,0.89,7.56,2.67,2.06
Foster Weather Station,03/22/2016,7.17,18.28,8.06,11.67
Foster Weather Station,03/23/2016,3.39,4.28,4.06,4.06
Foster Weather Station,03/24/2016,-0.06,4.39,3.56,3.5
Foster Weather Station,03/25/2016,-0.67,3.39,-0.67,1.28
Foster Weather Station,03/26/2016,3.17,5.56,4.0,4.06
Foster Weather Station,03/27/2016,5.06,13.78,10.89,8.67
Foster Weather Station,03/28/2016,4.06,7.17,7.17,7.0
Foster Weather Station,03/29/2016,3.5,7.89,5.0,4.67
Foster Weather Station,03/30/2016,6.06,16.17,7.0,9.78
Foster Weather Station,03/31/2016,4.67,19.78,14.78,18.39
Foster Weather Station,04/01/2016,3.78,9.17,4.89,5.39
Foster Weather Station,04/02/2016,-0.17,3.89,3.17,1.89
Foster Weather Station,04/03/2016,-0.5,22.0,11.78,8.78
Foster Weather Station,04/04/2016,-0.5,3.39,2.89,0.89
Foster Weather Station,04/05/2016,-0.17,6.78,-0.06,0.28
Foster Weather Station,04/06/2016,6.17,10.0,6.89,8.56
Foster Weather Station,04/07/2016,1.06,7.28,5.28,1.78
Foster Weather Station,04/08/2016,-1.67,4.17,4.06,2.28
Foster Weather Station,04/09/2016,-4.89,1.17,-2.0,-1.78
Foster Weather Station,04/10/2016,1.17,10.39,7.5,6.28
Foster Weather Station,04/11/2016,4.89,10.5,10.5,9.17
Foster Weather Station,04/12/2016,1.56,4.5,4.5,2.78
Foster Weather Station,04/13/2016,3.56,6.89,3.78,5.78
Foster Weather Station,04/14/2016,4.78,7.17,6.78,5.39
Foster Weather Station,04/15/2016,6.06,9.17,8.0,7.06
Foster Weather Station,04/16/2016,7.28,10.06,7.28,8.28
Foster Weather Station,04/17/2016,8.17,11.67,10.06,10.28
Foster Weather Station,04/18/2016,9.28,16.06,12.5,12.17
Foster Weather Station,04/19/2016,5.67,9.67,7.06,7.67
Foster Weather Station,04/20/2016,8.0,17.28,8.0,11.17
Foster Weather Station,04/21/2016,10.28,15.39,12.0,14.06
Foster Weather Station,04/22/2016,4.28,13.89,13.56,4.89
Foster Weather Station,04/23/2016,5.39,7.67,5.39,7.39
Foster Weather Station,04/24/2016,6.78,21.67,7.0,6.78
Foster Weather Station,04/25/2016,13.06,26.28,20.06,24.28
Foster Weather Station,04/26/2016,4.78,21.5,7.39,4.89
Foster Weather Station,04/27/2016,5.17,8.28,6.06,5.78
Foster Weather Station,04/28/2016,5.78,8.67,7.39,6.17
Foster Weather Station,04/29/2016,4.89,5.89,5.89,5.28
Foster Weather Station,04/30/2016,5.67,7.67,5.89,6.56
Foster Weather Station,05/01/2016,5.89,7.39,6.56,6.28
Foster Weather Station,05/02/2016,6.56,8.39,6.67,7.0
Foster Weather Station,05/03/2016,7.17,18.89,7.78,13.28
Foster Weather Station,05/04/2016,6.0,16.06,15.39,7.67
Foster Weather Station,05/05/2016,5.17,8.78,5.89,6.89
Foster Weather Station,05/06/2016,9.06,28.06,9.39,21.17
Foster Weather Station,05/07/2016,8.78,23.06,22.39,9.28
Foster Weather Station,05/08/2016,8.0,17.06,12.67,12.89
Foster Weather Station,05/09/2016,9.78,12.5,12.5,10.89
Foster Weather Station,05/19/2016,10.56,14.0,11.5,11.5
Foster Weather Station,05/20/2016,11.17,12.89,12.28,11.89
Foster Weather Station,05/21/2016,13.5,17.5,16.0,15.17
Foster Weather Station,05/22/2016,11.67,19.39,12.5,12.5
Foster Weather Station,05/23/2016,12.67,19.39,13.17,17.06
Foster Weather Station,05/24/2016,19.0,30.39,21.28,27.17
Foster Weather Station,05/25/2016,15.17,25.06,24.39,18.56
Foster Weather Station,05/26/2016,15.06,28.5,15.06,16.0
Foster Weather Station,05/27/2016,17.56,25.0,23.67,18.5
Foster Weather Station,05/28/2016,17.0,27.67,21.67,24.17
Foster Weather Station,05/29/2016,19.0,26.28,24.89,24.06
Foster Weather Station,05/30/2016,16.17,23.5,22.0,21.0
Foster Weather Station,05/31/2016,15.5,20.17,16.89,19.67
Foster Weather Station,06/01/2016,15.28,24.17,16.39,17.89
Foster Weather Station,06/02/2016,16.0,25.06,20.89,24.0
Foster Weather Station,06/03/2016,15.5,21.67,16.06,19.0
Foster Weather Station,06/04/2016,19.06,23.39,20.17,20.56
Foster Weather Station,06/05/2016,17.17,26.39,22.17,21.56
Foster Weather Station,06/06/2016,15.5,27.17,19.56,27.0
Foster Weather Station,06/07/2016,13.56,16.39,16.39,14.5
Foster Weather Station,06/08/2016,12.89,15.0,14.17,14.17
Foster Weather Station,06/09/2016,14.56,21.17,15.0,21.17
Foster Weather Station,06/10/2016,16.28,33.39,16.78,21.56
Foster Weather Station,06/11/2016,20.39,33.0,20.39,31.67
Foster Weather Station,06/12/2016,15.39,28.17,16.0,28.17
Foster Weather Station,06/13/2016,14.78,19.89,15.06,19.06
Foster Weather Station,06/14/2016,17.17,22.28,17.89,19.89
Foster Weather Station,06/15/2016,20.28,29.78,20.28,29.78
Foster Weather Station,06/16/2016,16.17,21.89,18.17,18.0
Foster Weather Station,06/17/2016,16.5,18.78,17.17,18.06
Foster Weather Station,06/18/2016,18.17,21.78,18.39,20.39
Foster Weather Station,06/19/2016,19.89,31.67,24.17,29.67
Foster Weather Station,06/20/2016,22.0,33.56,27.67,30.39
Foster Weather Station,06/21/2016,19.56,24.28,23.39,22.5
Foster Weather Station,06/22/2016,19.56,24.39,23.89,20.28
Foster Weather Station,06/23/2016,18.06,19.89,19.89,19.06
Foster Weather Station,06/24/2016,18.56,21.67,18.89,21.5
Foster Weather Station,06/25/2016,20.39,30.17,20.39,23.78
Foster Weather Station,06/26/2016,21.28,29.28,22.39,21.67
Foster Weather Station,06/27/2016,20.78,31.39,25.56,30.56
Foster Weather Station,06/28/2016,16.39,21.06,21.06,16.67
Foster Weather Station,06/29/2016,15.28,20.56,16.89,19.89
Foster Weather Station,06/30/2016,18.56,25.17,20.06,24.67
Foster Weather Station,07/01/2016,17.17,19.5,17.67,17.5
Foster Weather Station,07/02/2016,17.67,21.28,17.67,20.28
Foster Weather Station,07/03/2016,17.67,21.39,21.28,21.39
Foster Weather Station,07/04/2016,18.56,22.39,20.89,20.67
Foster Weather Station,07/05/2016,20.78,28.39,21.89,26.78
Foster Weather Station,07/06/2016,20.5,29.67,25.67,26.39
Foster Weather Station,07/07/2016,21.17,26.56,23.89,26.56
Foster Weather Station,07/08/2016,20.56,30.0,20.78,29.5
Foster Weather Station,07/09/2016,19.28,22.78,22.17,20.5
Foster Weather Station,07/10/2016,19.28,24.56,23.56,22.67
Foster Weather Station,07/11/2016,22.89,32.0,23.06,26.5
Foster Weather Station,07/12/2016,24.67,30.78,30.39,30.06
Foster Weather Station,07/13/2016,21.78,29.17,28.39,27.5
Foster Weather Station,07/14/2016,20.28,30.17,21.06,28.89
Foster Weather Station,07/15/2016,17.78,24.39,23.5,22.28
Foster Weather Station,07/16/2016,17.06,21.39,18.78,20.0
Foster Weather Station,07/17/2016,20.39,28.5,26.39,24.17
Foster Weather Station,07/18/2016,21.78,24.56,22.78,22.28
Foster Weather Station,07/19/2016,21.0,24.06,23.39,21.0
Foster Weather Station,07/20/2016,21.78,30.5,22.0,24.56
Foster Weather Station,07/21/2016,21.17,31.5,26.39,31.39
Foster Weather Station,07/22/2016,21.56,30.67,22.89,28.39
Foster Weather Station,07/23/2016,20.78,29.06,28.89,29.0
Foster Weather Station,07/24/2016,20.89,33.0,31.56,30.06
Foster Weather Station,07/25/2016,22.5,25.06,24.39,23.78
Foster Weather Station,07/26/2016,21.0,26.67,23.28,23.56
Foster Weather Station,07/27/2016,20.89,27.06,24.0,25.78
Foster Weather Station,07/28/2016,21.56,25.17,23.78,24.28
Foster Weather Station,07/29/2016,20.89,23.89,20.89,23.39
Foster Weather Station,07/30/2016,20.56,22.89,22.5,21.67
Foster Weather Station,07/31/2016,20.28,23.67,23.17,22.56
Foster Weather Station,08/01/2016,21.06,23.89,21.06,23.67
Foster Weather Station,08/02/2016,22.39,26.17,22.67,25.06
Foster Weather Station,08/03/2016,22.67,28.5,23.67,26.5
Foster Weather Station,08/04/2016,23.78,29.5,24.56,26.67
Foster Weather Station,08/05/2016,23.17,27.39,25.56,23.17
Foster Weather Station,08/06/2016,20.0,24.78,23.0,22.89
Foster Weather Station,08/07/2016,20.39,25.89,24.78,24.89
Foster Weather Station,08/08/2016,23.0,25.0,23.17,25.0
Foster Weather Station,08/09/2016,22.39,25.89,23.78,24.78
Foster Weather Station,08/10/2016,23.89,27.67,26.28,27.06
Foster Weather Station,08/11/2016,25.0,33.28,25.28,31.56
Foster Weather Station,08/12/2016,23.17,29.5,29.06,23.17
Foster Weather Station,08/13/2016,23.28,28.17,23.56,27.89
Foster Weather Station,08/14/2016,21.5,26.17,25.28,24.17
Foster Weather Station,08/15/2016,22.06,24.06,23.67,23.0
Foster Weather Station,08/16/2016,21.56,25.5,22.0,24.17
Foster Weather Station,08/17/2016,22.5,30.06,24.78,28.0
Foster Weather Station,08/18/2016,21.17,30.0,23.67,27.5
Foster Weather Station,08/19/2016,20.67,26.56,23.06,22.0
Foster Weather Station,08/20/2016,20.0,26.17,24.5,23.28
Foster Weather Station,08/21/2016,16.17,23.39,21.28,20.56
Foster Weather Station,08/22/2016,16.5,25.5,18.28,22.17
Foster Weather Station,08/23/2016,19.5,26.67,21.39,25.67
Foster Weather Station,08/24/2016,22.0,29.17,23.89,23.39
Foster Weather Station,08/25/2016,20.67,25.67,25.28,22.06
Foster Weather Station,08/26/2016,19.5,22.78,22.17,20.06
Foster Weather Station,08/27/2016,20.39,29.17,21.0,22.28
Foster Weather Station,08/28/2016,21.06,25.78,23.89,22.28
Foster Weather Station,08/29/2016,21.89,24.56,22.06,24.28
Foster Weather Station,08/30/2016,21.56,25.67,22.89,23.56
Foster Weather Station,08/31/2016,20.28,23.17,23.0,21.17
Foster Weather Station,09/01/2016,18.78,21.39,21.17,18.78
Foster Weather Station,09/02/2016,19.28,21.06,20.67,20.06
Foster Weather Station,09/03/2016,18.78,21.0,20.78,20.28
Foster Weather Station,09/04/2016,18.78,23.17,22.56,22.5
Foster Weather Station,09/05/2016,21.28,31.06,23.0,28.56
Foster Weather Station,09/06/2016,24.78,32.78,27.0,30.78
Foster Weather Station,09/07/2016,25.39,31.89,28.0,31.06
Foster Weather Station,09/08/2016,22.06,27.78,24.78,25.0
Foster Weather Station,09/09/2016,21.0,26.17,23.89,23.06
Foster Weather Station,09/10/2016,18.0,22.17,21.56,18.17
Foster Weather Station,09/11/2016,15.06,23.06,23.06,22.06
Foster Weather Station,09/12/2016,17.28,26.06,20.17,23.06
Foster Weather Station,09/13/2016,19.67,28.78,21.56,26.39
Foster Weather Station,09/14/2016,18.39,20.89,19.89,20.56
Foster Weather Station,09/15/2016,19.28,22.17,20.78,20.56
Foster Weather Station,09/16/2016,19.5,27.5,20.89,26.5
Foster Weather Station,09/17/2016,20.06,27.0,22.0,24.5
Foster Weather Station,09/18/2016,17.5,21.89,21.5,20.28
Foster Weather Station,09/19/2016,19.06,30.39,21.39,27.89
Foster Weather Station,09/20/2016,19.0,24.56,20.06,23.39
Foster Weather Station,09/21/2016,19.0,26.06,21.5,21.5
Foster Weather Station,09/22/2016,18.39,27.56,18.39,25.56
Foster Weather Station,09/23/2016,18.78,21.28,19.5,19.06
Foster Weather Station,09/24/2016,18.56,20.89,19.39,20.0
Foster Weather Station,09/25/2016,18.5,28.28,21.78,20.67
Foster Weather Station,09/26/2016,15.67,20.56,19.06,18.67
Foster Weather Station,09/27/2016,12.78,20.28,15.39,18.89
Foster Weather Station,09/28/2016,10.78,16.67,12.89,12.28
Foster Weather Station,09/29/2016,15.5,17.28,16.78,16.39
Foster Weather Station,09/30/2016,15.67,17.06,15.89,17.06
Foster Weather Station,10/01/2016,15.56,16.56,16.39,16.06
Foster Weather Station,10/02/2016,14.17,17.28,16.06,17.28
Foster Weather Station,10/03/2016,14.89,17.0,15.56,16.39
Foster Weather Station,10/04/2016,16.39,19.89,16.56,17.78
Foster Weather Station,10/05/2016,17.56,27.17,17.56,24.5
Foster Weather Station,10/06/2016,17.28,22.78,18.89,17.78
Foster Weather Station,10/07/2016,11.28,22.39,22.39,19.89
Foster Weather Station,10/08/2016,7.0,14.17,10.5,12.56
Foster Weather Station,10/09/2016,12.28,15.39,14.67,14.28
Foster Weather Station,10/10/2016,12.78,17.5,14.67,15.06
Foster Weather Station,10/11/2016,16.06,22.89,17.67,20.28
Foster Weather Station,10/12/2016,8.39,20.17,18.89,18.78
Foster Weather Station,10/13/2016,5.67,11.5,7.56,9.89
Foster Weather Station,10/14/2016,8.28,17.78,9.78,14.56
Foster Weather Station,10/15/2016,13.0,21.39,14.39,17.28
Foster Weather Station,10/16/2016,17.5,22.0,20.67,20.0
Foster Weather Station,10/17/2016,17.06,28.28,21.06,23.67
Foster Weather Station,10/18/2016,16.06,24.5,24.28,23.17
Foster Weather Station,10/19/2016,13.67,17.17,16.5,17.17
Foster Weather Station,10/20/2016,10.0,15.0,15.0,11.28
Foster Weather Station,10/21/2016,7.0,9.56,8.06,9.28
Foster Weather Station,10/22/2016,5.0,15.39,6.39,6.89
Foster Weather Station,10/23/2016,9.67,22.5,19.39,18.0
Foster Weather Station,10/24/2016,8.28,13.06,12.89,10.06
Foster Weather Station,10/25/2016,9.28,11.56,10.67,10.28
Foster Weather Station,10/26/2016,8.67,11.39,11.17,8.89
Foster Weather Station,10/27/2016,6.89,10.56,10.0,8.17
Foster Weather Station,10/28/2016,6.67,17.67,7.56,12.67
Foster Weather Station,10/29/2016,13.5,21.56,18.78,20.67
Foster Weather Station,10/30/2016,10.0,13.39,11.78,11.89
Foster Weather Station,10/31/2016,8.56,15.56,10.39,10.39
Foster Weather Station,11/01/2016,16.06,24.39,16.78,23.17
Foster Weather Station,11/02/2016,12.89,19.39,17.5,14.06
Foster Weather Station,11/03/2016,10.17,13.06,13.06,11.5
Foster Weather Station,11/04/2016,11.17,13.06,12.17,12.56
Foster Weather Station,11/05/2016,9.89,20.39,11.17,17.89
Foster Weather Station,11/06/2016,10.56,17.17,16.17,16.78
Foster Weather Station,11/07/2016,12.78,18.06,14.0,15.28
Foster Weather Station,11/08/2016,11.17,16.0,14.56,14.56
Foster Weather Station,11/09/2016,6.39,12.78,10.56,10.5
Foster Weather Station,11/10/2016,6.67,17.5,8.17,14.39
Foster Weather Station,11/11/2016,8.06,13.28,13.28,9.56
Foster Weather Station,11/12/2016,4.0,11.28,7.89,8.78
Foster Weather Station,11/13/2016,4.0,13.56,6.39,11.06
Foster Weather Station,11/14/2016,6.17,15.5,8.56,12.39
Foster Weather Station,11/15/2016,6.89,10.89,10.28,10.28
Foster Weather Station,11/16/2016,7.28,11.17,9.17,10.28
Foster Weather Station,11/17/2016,10.78,22.67,11.17,20.39
Foster Weather Station,11/18/2016,4.78,19.0,18.06,17.06
Foster Weather Station,11/19/2016,-0.56,4.56,4.0,2.78
Foster Weather Station,11/20/2016,-3.78,0.56,-1.78,-0.78
Foster Weather Station,11/21/2016,-2.17,3.39,-2.0,1.5
Foster Weather Station,11/22/2016,2.67,5.17,3.56,3.0
Foster Weather Station,11/23/2016,4.28,7.06,4.78,6.17
Foster Weather Station,11/24/2016,2.56,6.67,6.39,4.5
Foster Weather Station,11/25/2016,2.5,5.28,2.5,5.28
Foster Weather Station,11/26/2016,1.28,7.78,2.0,7.28
Foster Weather Station,11/27/2016,2.17,7.17,4.28,4.39
Foster Weather Station,11/28/2016,5.5,11.06,6.28,9.0
Foster Weather Station,11/29/2016,7.56,13.78,10.78,11.28
Foster Weather Station,11/30/2016,2.89,8.56,7.89,5.06
Foster Weather Station,12/01/2016,2.56,4.78,3.0,4.78
Foster Weather Station,12/02/2016,1.89,4.0,3.28,3.89
Foster Weather Station,12/03/2016,0.17,1.56,1.56,0.89
Foster Weather Station,12/04/2016,0.06,2.28,0.78,0.39
Foster Weather Station,12/05/2016,0.28,2.78,0.78,0.28
Foster Weather Station,12/06/2016,-2.06,4.78,3.28,4.56
Foster Weather Station,12/07/2016,-5.28,-1.17,-2.5,-1.28
Foster Weather Station,12/08/2016,-8.06,-4.28,-4.28,-6.89
Foster Weather Station,12/09/2016,-6.0,-3.17,-5.17,-3.78
Foster Weather Station,12/10/2016,-6.89,-4.0,-6.28,-5.0
Foster Weather Station,12/11/2016,-3.67,0.89,0.0,-0.67
Foster Weather Station,12/12/2016,-8.39,0.78,0.0,-6.06
Foster Weather Station,12/13/2016,-13.39,-4.56,-6.28,-8.0
Foster Weather Station,12/14/2016,-15.0,-6.67,-13.78,-6.89
Foster Weather Station,12/15/2016,-17.67,-12.28,-15.67,-13.5
Foster Weather Station,12/16/2016,-8.89,-5.56,-7.17,-7.56
Foster Weather Station,12/17/2016,-7.06,-4.28,-5.06,-5.06
Foster Weather Station,12/18/2016,-19.17,-8.89,-12.56,-12.56
Foster Weather Station,12/19/2016,-19.78,-9.28,-19.56,-12.0
Foster Weather Station,12/20/2016,-8.89,-1.39,-8.89,-2.5
Foster Weather Station,12/21/2016,-4.17,2.67,-4.0,0.0
Foster Weather Station,12/22/2016,-1.17,4.17,0.89,3.06
Foster Weather Station,12/23/2016,-0.67,2.67,-0.56,-0.67
Foster Weather Station,12/24/2016,1.17,2.5,2.06,2.39
Foster Weather Station,12/25/2016,0.39,2.0,1.0,1.0
Foster Weather Station,12/26/2016,-1.0,12.5,3.56,12.06
Foster Weather Station,12/27/2016,-3.28,-1.39,-1.78,-2.06
Foster Weather Station,12/28/2016,-2.67,6.67,-2.39,6.5
Foster Weather Station,12/29/2016,-0.17,2.0,2.0,0.28
Foster Weather Station,12/30/2016,-3.5,3.17,-0.39,-0.89
